real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
3.2965061900763546,3.3275,a5,b17,c1,d1
3.3408834018009586,3.3275,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.0090694213489972,0.995,a5,b17,c1,d5
3.2768948694810898,3.3175,a5,b17,c1,d3
2.9565536295622583,2.9275,a5,b17,c1,d10
0.9781954617212536,0.9975,a5,b17,c1,d6
1.0050687489143133,1.0,a5,b17,c1,d7
1.0177837371605358,1.005,a5,b17,c1,d2
0.9237763177046198,0.9225,a5,b17,c1,d8
0.2930355001896049,0.29,a5,b17,c3,d1
0.2927404908696806,0.29,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9994814017248,1.0,a5,b17,c3,d5
0.28314597563576444,0.2875,a5,b17,c3,d3
0.8167946061445586,0.825,a5,b17,c3,d10
0.7464245548500293,0.74,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7437769362668811,0.7424999999999999,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
1.0270419196574865,1.0275,a5,b17,c4,d1
1.0130130071205563,1.02,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.3190365750946803,0.3175,a5,b17,c4,d5
1.032112248917552,1.0225000000000002,a5,b17,c4,d3
0.3174920154466821,0.32,a5,b17,c4,d10
0.3238575127309073,0.32,a5,b17,c4,d6
0.502042270896662,0.51,a5,b17,c4,d7
0.32009605607887964,0.32,a5,b17,c4,d2
0.2475909887384908,0.25,a5,b17,c4,d8
742.79872080604,741.6899999999997,a5,b17,c2,d1
747.1595821974253,747.5400000000003,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
59.40262705973337,59.7975,a5,b17,c2,d5
745.8013031886218,746.2275000000003,a5,b17,c2,d3
18.256152157550915,18.505,a5,b17,c2,d10
59.13377019825493,59.055,a5,b17,c2,d6
