real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.8160543612739959,1.82,a5,b17,c1,d1
1.831014273056273,1.82,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.4597441986530575,1.4549999999999998,a5,b17,c1,d5
1.828899828688072,1.825,a5,b17,c1,d3
2.6930452530659514,2.6875,a5,b17,c1,d10
1.4737061766202744,1.4525,a5,b17,c1,d6
1.6595379354508966,1.64,a5,b17,c1,d7
1.459247903669189,1.4575,a5,b17,c1,d2
1.6080964489278085,1.6375,a5,b17,c1,d8
0.2335799994887613,0.2375,a5,b17,c3,d1
0.23298784288363905,0.235,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9160976060317014,0.92,a5,b17,c3,d5
0.2346521888659216,0.235,a5,b17,c3,d3
0.7549688878772696,0.7625,a5,b17,c3,d10
0.9084320211785636,0.9225,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.9239343113594024,0.9225,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7048236070676506,0.6975,a5,b17,c4,d1
0.6960603030709149,0.6975,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7939650189445208,0.7875000000000001,a5,b17,c4,d5
0.6978005189378444,0.69,a5,b17,c4,d3
1.2191277868649424,1.225,a5,b17,c4,d10
0.7902410347080459,0.7975000000000001,a5,b17,c4,d6
0.5181290322978616,0.515,a5,b17,c4,d7
0.7923605816886095,0.7875000000000001,a5,b17,c4,d2
0.51866898834166,0.515,a5,b17,c4,d8
934.9600079110536,957.025,a5,b17,c2,d1
943.6425620941203,951.265,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
41.877850492069626,42.0375,a5,b17,c2,d5
943.3288844511752,946.5075,a5,b17,c2,d3
14.365765999228266,14.5725,a5,b17,c2,d10
42.997303846639795,42.6275,a5,b17,c2,d6
