real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.0446051326633563,1.0475,a5,b17,c1,d1
1.0429037656091302,1.05,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.144249202953905,1.16,a5,b17,c1,d5
1.0468466394764837,1.0450000000000002,a5,b17,c1,d3
3.822021027453249,3.7975,a5,b17,c1,d10
1.17359023556668,1.16,a5,b17,c1,d6
1.1982239414402225,1.205,a5,b17,c1,d7
1.1682732773013835,1.155,a5,b17,c1,d2
0.980178655319004,0.9875,a5,b17,c1,d8
0.2870146422681904,0.28750000000000003,a5,b17,c3,d1
0.28886102776274925,0.28750000000000003,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.7349247574196344,0.7449999999999999,a5,b17,c3,d5
0.2847825434253999,0.28750000000000003,a5,b17,c3,d3
0.8218167271148854,0.825,a5,b17,c3,d10
0.7332284755478273,0.7374999999999999,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7470733405017226,0.74,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7739863655088114,0.77,a5,b17,c4,d1
0.7780775653644147,0.775,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.3250077455892797,0.3275,a5,b17,c4,d5
0.7619788081388335,0.765,a5,b17,c4,d3
0.32632753315251983,0.325,a5,b17,c4,d10
0.3276406882261509,0.33,a5,b17,c4,d6
0.2484546749153944,0.25,a5,b17,c4,d7
0.3314179012970646,0.33,a5,b17,c4,d2
0.25106523495349825,0.25,a5,b17,c4,d8
150.84071794352474,754.0,a5,b17,c2,d1
149.09760653225374,745.0,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
12.887767750757318,63.0,a5,b17,c2,d5
149.18752393575284,750.0,a5,b17,c2,d3
4.07137460653095,19.0,a5,b17,c2,d10
12.790055475580893,64.0,a5,b17,c2,d6
