real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.677565025009878,1.6925,a5,b17,c1,d1
1.6900144071770868,1.69,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.0572952456182685,1.0675,a5,b17,c1,d5
1.6766487881925711,1.6925,a5,b17,c1,d3
3.279180411476218,3.2825,a5,b17,c1,d10
1.0875066901776416,1.08,a5,b17,c1,d6
1.5989779072052452,1.58,a5,b17,c1,d7
0.0,1.0,a5,b17,c1,d2
1.6007496917128272,1.585,a5,b17,c1,d8
0.2334368512002073,0.2325,a5,b17,c3,d1
0.2370340244699903,0.24,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9294395173074302,0.925,a5,b17,c3,d5
0.2297274655190183,0.23,a5,b17,c3,d3
0.989583208576016,0.9775,a5,b17,c3,d10
0.9088461542482376,0.9225,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.0,1.0,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.6999949969992949,0.6974999999999999,a5,b17,c4,d1
0.7029567006080253,0.7024999999999999,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7305373907505293,0.7249999999999999,a5,b17,c4,d5
0.6881048002590431,0.7024999999999999,a5,b17,c4,d3
1.2225529376270403,1.2175,a5,b17,c4,d10
0.7309589419622955,0.7324999999999999,a5,b17,c4,d6
0.515671132865589,0.5175000000000001,a5,b17,c4,d7
0.0,1.0,a5,b17,c4,d2
0.522335687157071,0.5125,a5,b17,c4,d8
747.0089207096547,765.32,a5,b17,c2,d1
779.393961612999,768.2625,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
49.32868648939873,50.0175,a5,b17,c2,d5
757.0786342016561,755.6775,a5,b17,c2,d3
16.607903697134393,16.740000000000002,a5,b17,c2,d10
49.47767981580896,49.71,a5,b17,c2,d6
769.6541560829187,759.495,a5,b17,c2,d7
