real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.3680053246824044,1.3625,a5,b17,c1,d1
1.3972338156728947,1.38,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
0.9876435592292421,0.995,a5,b17,c1,d5
1.3480434608550311,1.3775,a5,b17,c1,d3
2.112798316358488,2.1025,a5,b17,c1,d10
1.0030848856337675,1.0,a5,b17,c1,d6
1.3984231226147843,1.3875000000000002,a5,b17,c1,d7
1.024362319936532,1.005,a5,b17,c1,d2
1.3242997372790293,1.3375,a5,b17,c1,d8
0.2501968072067816,0.255,a5,b17,c3,d1
0.25458706322618097,0.255,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.7156055453628205,0.7075,a5,b17,c3,d5
0.2572947574877396,0.26,a5,b17,c3,d3
0.9561201925325908,0.96,a5,b17,c3,d10
0.6916723927868097,0.7024999999999999,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.6910749339953789,0.7,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.8120122392214758,0.82,a5,b17,c4,d1
0.8171768661929929,0.8200000000000001,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.949458509511963,0.955,a5,b17,c4,d5
0.8131562652846104,0.8175,a5,b17,c4,d3
0.6872280399713416,0.6825,a5,b17,c4,d10
0.9573615020148988,0.95,a5,b17,c4,d6
0.4949621460847001,0.5,a5,b17,c4,d7
0.9611995067536432,0.945,a5,b17,c4,d2
0.4995363029837672,0.5025,a5,b17,c4,d8
764.5417947598532,757.1925000000001,a5,b17,c2,d1
763.4189856624573,756.89,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
50.08126216510914,50.5275,a5,b17,c2,d5
768.5288272087439,759.8625,a5,b17,c2,d3
19.428649002369763,19.525,a5,b17,c2,d10
50.25028477788562,50.215,a5,b17,c2,d6
764.0119217711405,755.0275,a5,b17,c2,d7
