real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.5725561340725036,1.6025,a5,b17,c1,d1
1.6055251288703518,1.6150000000000002,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.3943185694434608,1.4025,a5,b17,c1,d5
1.6209071287232353,1.6225,a5,b17,c1,d3
5.650338752750838,5.655,a5,b17,c1,d10
1.394128627231192,1.4125,a5,b17,c1,d6
1.489163147160935,1.5175,a5,b17,c1,d7
1.4331433588306557,1.4299999999999995,a5,b17,c1,d2
1.507931512438389,1.51,a5,b17,c1,d8
0.2401808898648448,0.24,a5,b17,c3,d1
0.2337252163456285,0.2375,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9356796205114613,0.9325,a5,b17,c3,d5
0.2390019809336596,0.24,a5,b17,c3,d3
0.7973072265711793,0.81,a5,b17,c3,d10
0.9458950598355048,0.9325,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.9272323625664808,0.93,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7031239144869069,0.7050000000000001,a5,b17,c4,d1
0.7119769695124485,0.7124999999999999,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7715414679466946,0.7725000000000001,a5,b17,c4,d5
0.7089688499432757,0.715,a5,b17,c4,d3
1.1868281161349576,1.1799999999999995,a5,b17,c4,d10
0.7780224319723226,0.7725,a5,b17,c4,d6
0.505337655923919,0.51,a5,b17,c4,d7
0.7695606714580107,0.765,a5,b17,c4,d2
0.4992282746746543,0.505,a5,b17,c4,d8
943.9615978992205,941.84,a5,b17,c2,d1
932.9793686740207,934.79,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
49.997085605346186,50.3575,a5,b17,c2,d5
945.5286214989627,929.2125,a5,b17,c2,d3
21.269190707862922,20.965,a5,b17,c2,d10
50.49471095223508,50.4425,a5,b17,c2,d6
