real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.046672571558765,1.0475,a5,b17,c1,d1
1.0316263058770307,1.05,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.1610193476528765,1.16,a5,b17,c1,d5
1.0491139783045906,1.0450000000000002,a5,b17,c1,d3
3.7353520671641554,3.7975,a5,b17,c1,d10
1.1748678002159458,1.16,a5,b17,c1,d6
1.2165874212214334,1.205,a5,b17,c1,d7
1.1400256931176016,1.155,a5,b17,c1,d2
1.0053452593268308,0.9875,a5,b17,c1,d8
0.28524127577369,0.28750000000000003,a5,b17,c3,d1
0.28588932224321995,0.28750000000000003,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.7662674187055525,0.7449999999999999,a5,b17,c3,d5
0.2857426536873131,0.28750000000000003,a5,b17,c3,d3
0.8239030206563186,0.825,a5,b17,c3,d10
0.7334989122971433,0.7374999999999999,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7490425560516463,0.74,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7673894642445673,0.77,a5,b17,c4,d1
0.7732593223207079,0.775,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.32593120681333154,0.3275,a5,b17,c4,d5
0.7657234692694221,0.765,a5,b17,c4,d3
0.31969420695753203,0.325,a5,b17,c4,d10
0.3290533389871673,0.33,a5,b17,c4,d6
0.2541270821341621,0.25,a5,b17,c4,d7
0.3248292428236356,0.33,a5,b17,c4,d2
0.24457711501946044,0.25,a5,b17,c4,d8
753.2745779309915,754.0875000000003,a5,b17,c2,d1
749.2426550954077,745.1125,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
62.804270767896185,63.2175,a5,b17,c2,d5
752.3936791079483,749.7575,a5,b17,c2,d3
19.54707484506517,19.3375,a5,b17,c2,d10
63.57047722254455,63.60249999999999,a5,b17,c2,d6
