real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.036523870452151,1.0525,a5,b17,c1,d1
1.0534950184027128,1.0525,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
4.4446794882510385,4.535,a5,b17,c1,d5
1.06676591957721,1.0575,a5,b17,c1,d3
6.548099238620687,6.602499999999999,a5,b17,c1,d10
4.528471306178393,4.525,a5,b17,c1,d6
0.7882427303628272,0.79,a5,b17,c1,d7
4.545717537856503,4.5375,a5,b17,c1,d2
0.7995248794909379,0.795,a5,b17,c1,d8
0.2997274416505956,0.2975,a5,b17,c3,d1
0.2928699207486525,0.2925,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.747446781725338,0.7475,a5,b17,c3,d5
0.3049285897243467,0.3,a5,b17,c3,d3
0.8567221451652071,0.8625,a5,b17,c3,d10
0.7541722190526589,0.7475,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7437089993434719,0.7475,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.8057716114125258,0.815,a5,b17,c4,d1
0.7964177283688191,0.805,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.371348415219781,0.37,a5,b17,c4,d5
0.8168994909890002,0.815,a5,b17,c4,d3
0.3740248184795619,0.3675000000000001,a5,b17,c4,d10
0.3671593362710523,0.365,a5,b17,c4,d6
0.251238009123397,0.25,a5,b17,c4,d7
0.3686424940666274,0.3675000000000001,a5,b17,c4,d2
0.2499709823025073,0.2475,a5,b17,c4,d8
746.9125286802192,751.2874999999997,a5,b17,c2,d1
749.3411440528167,748.71,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
66.92651237389734,66.85000000000001,a5,b17,c2,d5
743.9923337880828,752.605,a5,b17,c2,d3
20.5041560840702,20.595,a5,b17,c2,d10
67.05269073430897,66.8075,a5,b17,c2,d6
746.1149897704578,749.34,a5,b17,c2,d7
