real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
4.131761933540734,4.1975,a5,b17,c1,d1
4.259079400585866,4.2125,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.4019004203751029,1.42,a5,b17,c1,d5
4.239092133506117,4.1925,a5,b17,c1,d3
3.1850561806707147,3.1875,a5,b17,c1,d10
1.41384152365115,1.41,a5,b17,c1,d6
1.17147442400611,1.1625,a5,b17,c1,d7
1.4146560833429762,1.4049999999999998,a5,b17,c1,d2
1.1120174966694911,1.135,a5,b17,c1,d8
0.2951573055483075,0.295,a5,b17,c3,d1
0.29588955091526364,0.29,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.7592208658966669,0.75,a5,b17,c3,d5
0.2962865969227709,0.2925,a5,b17,c3,d3
0.8387466940617473,0.8324999999999999,a5,b17,c3,d10
0.747722878765766,0.75,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7430111530914907,0.7475,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7922836248401115,0.7875000000000001,a5,b17,c4,d1
0.784938781573347,0.7925,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.34730061221175856,0.35,a5,b17,c4,d5
0.7752878990571296,0.78,a5,b17,c4,d3
0.35302099882739923,0.35,a5,b17,c4,d10
0.3467113284619899,0.3475,a5,b17,c4,d6
0.2477350878536809,0.25,a5,b17,c4,d7
0.3469115465773661,0.35,a5,b17,c4,d2
0.2470575963133468,0.2475,a5,b17,c4,d8
741.6447005760588,756.2675000000003,a5,b17,c2,d1
747.8377002714847,750.235,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
55.01462192867305,54.52,a5,b17,c2,d5
753.5304424686952,753.8275000000001,a5,b17,c2,d3
16.945691135095792,16.880000000000006,a5,b17,c2,d10
54.64275780668646,54.3575,a5,b17,c2,d6
