real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.8131272177371491,1.82,a5,b17,c1,d1
1.7991943614995811,1.82,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.4741227999518436,1.4549999999999998,a5,b17,c1,d5
1.838524339001492,1.825,a5,b17,c1,d3
2.697954544685999,2.6875,a5,b17,c1,d10
1.476210743046347,1.4525,a5,b17,c1,d6
1.6496446288808524,1.64,a5,b17,c1,d7
1.4673535228921295,1.4575,a5,b17,c1,d2
2.0217506526999633,2.0,a5,b17,c1,d8
0.2385502984641773,0.2375,a5,b17,c3,d1
0.23460154516879045,0.235,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9183615517677104,0.92,a5,b17,c3,d5
0.23591541206404204,0.235,a5,b17,c3,d3
0.7573794577674111,0.7625,a5,b17,c3,d10
0.9209534024633009,0.9225,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.9111899721116931,0.9225,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.7036175750221414,0.6975,a5,b17,c4,d1
0.7020118144619921,0.6975,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7766983711572841,0.7875000000000001,a5,b17,c4,d5
0.6800327311425699,0.69,a5,b17,c4,d3
1.241911663525749,1.225,a5,b17,c4,d10
0.7963713085888989,0.7975000000000001,a5,b17,c4,d6
0.4977310238700272,0.515,a5,b17,c4,d7
0.7857247645682811,0.7875000000000001,a5,b17,c4,d2
1.0007803097453778,1.0,a5,b17,c4,d8
967.9978689921093,957.025,a5,b17,c2,d1
952.5020366227077,951.265,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
41.72907556098684,42.0375,a5,b17,c2,d5
952.9389392697037,946.5075,a5,b17,c2,d3
14.556175699382287,14.5725,a5,b17,c2,d10
42.763668396262226,42.6275,a5,b17,c2,d6
