real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.8952947996854919,1.88,a5,b17,c1,d1
1.8865743866848532,1.8825,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
1.2635581643377194,1.2475,a5,b17,c1,d5
1.8633883226781047,1.865,a5,b17,c1,d3
2.1866232618725565,2.14,a5,b17,c1,d10
1.2379361074098467,1.2475,a5,b17,c1,d6
1.6811152627689436,1.69,a5,b17,c1,d7
1.2731262104601315,1.2525,a5,b17,c1,d2
1.6733848102316469,1.6849999999999998,a5,b17,c1,d8
0.23750031731509716,0.235,a5,b17,c3,d1
0.23135133968861565,0.2325,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.9103964247159768,0.9275,a5,b17,c3,d5
0.2344117375128761,0.235,a5,b17,c3,d3
0.9509928209490354,0.9475,a5,b17,c3,d10
0.9271646535925376,0.9225,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.932340879811265,0.93,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.6934322314083042,0.6924999999999999,a5,b17,c4,d1
0.7020224234490015,0.7,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7107746811487208,0.7075,a5,b17,c4,d5
0.6949038152605541,0.6974999999999999,a5,b17,c4,d3
1.1974384559417992,1.2075,a5,b17,c4,d10
0.7032392708800901,0.6974999999999999,a5,b17,c4,d6
0.5151462307884871,0.5125,a5,b17,c4,d7
0.7094088887943092,0.7024999999999999,a5,b17,c4,d2
0.5180147181018658,0.5175000000000001,a5,b17,c4,d8
750.395597139575,762.8375,a5,b17,c2,d1
774.7835168888571,770.625,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
49.76761593000774,48.9125,a5,b17,c2,d5
761.6750411079212,762.6949999999997,a5,b17,c2,d3
15.154222996528548,15.235,a5,b17,c2,d10
48.47938122216182,48.6775,a5,b17,c2,d6
