real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
0.8210368500164851,0.82,a5,b17,c1,d1
0.8250594354716945,0.8175,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
5.5836500460004785,5.547499999999999,a5,b17,c1,d5
0.8199236735519914,0.8175,a5,b17,c1,d3
1.3478589358779636,1.3675000000000002,a5,b17,c1,d10
5.5583892788315055,5.4975,a5,b17,c1,d6
1.5238670588618464,1.5025,a5,b17,c1,d7
5.5779239661395845,5.522499999999999,a5,b17,c1,d2
1.4738752636799373,1.4900000000000002,a5,b17,c1,d8
0.318016656079022,0.32,a5,b17,c3,d1
0.32114047045359634,0.32,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.7744538587604997,0.7625,a5,b17,c3,d5
0.3153822435337175,0.3175,a5,b17,c3,d3
0.6160370189873585,0.61,a5,b17,c3,d10
0.7688522133840029,0.77,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.7712687155970601,0.7775000000000001,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.9510305997031004,0.9475,a5,b17,c4,d1
0.9656742486698092,0.9525,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.5376630838110492,0.5325,a5,b17,c4,d5
0.9390280448678676,0.945,a5,b17,c4,d3
0.5464363463886266,0.5375000000000001,a5,b17,c4,d10
0.5343763502230914,0.535,a5,b17,c4,d6
0.28284034477229725,0.28,a5,b17,c4,d7
0.5400122517893795,0.535,a5,b17,c4,d2
0.2837462527994955,0.28,a5,b17,c4,d8
833.7842332250659,836.8700000000001,a5,b17,c2,d1
837.6342768553458,832.7350000000001,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
54.72836974435131,54.4425,a5,b17,c2,d5
838.0657661619655,835.1725,a5,b17,c2,d3
8.649867457818816,8.5825,a5,b17,c2,d10
53.54111330431057,54.3275,a5,b17,c2,d6
