real,predict,a,b,c,d
0.0,0.0,a5,b17,c5,d1
0.0,0.0,a5,b17,c5,d4
0.0,0.0,a5,b17,c5,d9
0.0,0.0,a5,b17,c5,d5
0.0,0.0,a5,b17,c5,d3
0.0,0.0,a5,b17,c5,d10
0.0,0.0,a5,b17,c5,d6
0.0,0.0,a5,b17,c5,d7
0.0,0.0,a5,b17,c5,d2
0.0,0.0,a5,b17,c5,d8
0.0,0.0,a5,b17,c6,d1
0.0,0.0,a5,b17,c6,d4
0.0,0.0,a5,b17,c6,d9
0.0,0.0,a5,b17,c6,d5
0.0,0.0,a5,b17,c6,d3
0.0,0.0,a5,b17,c6,d10
0.0,0.0,a5,b17,c6,d6
0.0,0.0,a5,b17,c6,d7
0.0,0.0,a5,b17,c6,d2
0.0,0.0,a5,b17,c6,d8
1.4210104485063393,1.4525,a5,b17,c1,d1
1.4700371532875218,1.45,a5,b17,c1,d4
0.0,0.0,a5,b17,c1,d9
5.282285000367138,5.210000000000001,a5,b17,c1,d5
1.4476914085530472,1.4425,a5,b17,c1,d3
1.5208053091252438,1.5099999999999998,a5,b17,c1,d10
5.090586407082911,5.1775,a5,b17,c1,d6
1.262385432398789,1.27,a5,b17,c1,d7
5.16326612476175,5.19,a5,b17,c1,d2
1.2804103083641076,1.2575,a5,b17,c1,d8
0.4482628180351138,0.445,a5,b17,c3,d1
0.4502227019866338,0.4475,a5,b17,c3,d4
0.0,0.0,a5,b17,c3,d9
0.8719063936160866,0.875,a5,b17,c3,d5
0.4436464229814222,0.4425,a5,b17,c3,d3
0.7180954989200045,0.72,a5,b17,c3,d10
0.8693652608817274,0.875,a5,b17,c3,d6
0.0,0.0,a5,b17,c3,d7
0.8763696183054231,0.8825,a5,b17,c3,d2
0.0,0.0,a5,b17,c3,d8
0.0,0.0,a5,b17,c7,d1
0.0,0.0,a5,b17,c7,d4
0.0,0.0,a5,b17,c7,d9
0.0,0.0,a5,b17,c7,d5
0.0,0.0,a5,b17,c7,d3
0.0,0.0,a5,b17,c7,d10
0.0,0.0,a5,b17,c7,d6
0.0,0.0,a5,b17,c7,d7
0.0,0.0,a5,b17,c7,d2
0.0,0.0,a5,b17,c7,d8
0.0,0.0,a5,b17,c8,d1
0.0,0.0,a5,b17,c8,d4
0.0,0.0,a5,b17,c8,d9
0.0,0.0,a5,b17,c8,d5
0.0,0.0,a5,b17,c8,d3
0.0,0.0,a5,b17,c8,d10
0.0,0.0,a5,b17,c8,d6
0.0,0.0,a5,b17,c8,d7
0.0,0.0,a5,b17,c8,d2
0.0,0.0,a5,b17,c8,d8
0.0,0.0,a5,b17,c9,d1
0.0,0.0,a5,b17,c9,d4
0.0,0.0,a5,b17,c9,d9
0.0,0.0,a5,b17,c9,d5
0.0,0.0,a5,b17,c9,d3
0.0,0.0,a5,b17,c9,d10
0.0,0.0,a5,b17,c9,d6
0.0,0.0,a5,b17,c9,d7
0.0,0.0,a5,b17,c9,d2
0.0,0.0,a5,b17,c9,d8
0.5754134993529592,0.5775,a5,b17,c4,d1
0.5716794163374586,0.575,a5,b17,c4,d4
0.0,0.0,a5,b17,c4,d9
0.7394465140297602,0.73,a5,b17,c4,d5
0.5697589563272242,0.5774999999999999,a5,b17,c4,d3
0.7259445901916941,0.7274999999999999,a5,b17,c4,d10
0.7489006134097359,0.7374999999999999,a5,b17,c4,d6
0.5771196610344884,0.5774999999999999,a5,b17,c4,d7
0.728966315903263,0.7324999999999999,a5,b17,c4,d2
0.571683129640296,0.5775,a5,b17,c4,d8
947.6891811738652,956.7175,a5,b17,c2,d1
938.0220338647304,953.12,a5,b17,c2,d4
0.0,0.0,a5,b17,c2,d9
158.3843777799749,159.0975,a5,b17,c2,d5
952.0829167939625,951.2575,a5,b17,c2,d3
104.49018216620176,105.61,a5,b17,c2,d10
158.8494223408703,159.76,a5,b17,c2,d6
